smiles,logA_stoch_mean,logA_stoch_std,C_stoch_mean,C_stoch_std,B_stoch_mean,B_stoch_std,fail_count,n_data,kl_div_two_normal_dists,MAE_stoch,MAE_db_and_sampled_hov,logA_det,C_det,B_det,MAE_det
CC(=CC(=O)CC(C)C)CC(C)C,1.49,0.225,0.46,0.04,677.3,4.0,0,23,0.011,0.59,2.8,1.507,0.45,679.0,0.58
CC(=CC(C)(C)C(C)(C)C)C(C)(C)C,1.041,0.552,0.48,0.09,720.0,21.6,0,25,0.012,1.36,2.05,1.109,0.47,717.0,1.25
CC(=CC(C)(C)C)CC(C)(C)C,1.424,0.248,0.41,0.05,631.3,6.2,0,21,0.011,0.25,2.07,1.313,0.43,634.9,0.11
CC(=CC(C)C)CC(C)C,1.62,0.272,0.38,0.05,584.7,7.6,0,19,0.013,0.43,2.13,1.438,0.41,589.0,0.1
CC(=CC(C)C)c1ccccc1,1.597,0.227,0.41,0.04,712.6,6.0,0,25,0.014,0.42,2.46,1.522,0.42,716.0,0.29
CC(=CCC(C)c1ccccc1)c1ccccc1,1.501,0.343,0.44,0.06,819.4,11.9,0,13,0.021,0.47,2.89,1.359,0.46,826.0,0.21
CC(=CCO)CCC=C(C)C(C)C,1.493,0.353,0.47,0.06,686.7,11.3,1,24,0.007,0.74,3.22,1.542,0.47,687.0,0.82
CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C(C)(C)C,1.099,0.385,0.55,0.07,818.2,7.3,0,13,0.013,0.87,3.54,1.066,0.56,821.0,0.79
CC(=CCc1ccccc1)c1ccccc1,1.489,0.293,0.46,0.05,805.9,5.0,0,13,0.012,0.68,2.94,1.458,0.46,809.0,0.54
CC(=Cc1ccccc1)CC(C)C,1.525,0.202,0.43,0.04,712.6,5.8,0,25,0.012,0.46,2.51,1.473,0.43,716.0,0.32
CC(=Cc1ccccc1)c1ccccc1,1.603,0.194,0.42,0.04,787.6,5.4,0,24,0.012,0.41,2.65,1.502,0.43,791.0,0.21
CC(=O)C#Cc1ccccc1,1.749,0.355,0.4,0.06,755.1,14.2,0,12,0.017,0.85,2.75,1.588,0.43,762.0,0.51
CC(=O)C(C(C)=O)C(C)C,1.674,0.21,0.4,0.04,672.5,6.3,0,23,0.008,0.49,2.51,1.581,0.42,677.0,0.35
CC(=O)C(C(C)=O)C(c1ccccc1)c1ccccc1,1.506,0.244,0.47,0.04,861.1,7.1,0,25,0.01,0.89,3.12,1.438,0.48,864.0,0.76
CC(=O)C(C(C)=O)C12CC3CC(CC(C3)C1)C2,1.592,0.326,0.42,0.06,855.5,11.4,0,14,0.012,0.64,2.77,1.578,0.42,859.0,0.43
CC(=O)C(C(C)=O)C1C2CC3CC(C2)CC1C3,1.409,0.368,0.51,0.06,792.8,9.7,0,12,0.016,0.82,3.49,1.302,0.52,798.0,0.65
CC(=O)C(C)(C(C)=O)C(c1ccccc1)c1ccccc1,1.876,0.337,0.41,0.06,861.9,10.3,0,12,0.016,1.91,3.5,1.923,0.4,864.0,1.96
CC(=O)C(C)(C(C)=O)C12CC3CC(CC(C3)C1)C2,1.825,0.358,0.42,0.06,818.9,9.9,0,13,0.01,1.22,3.37,1.757,0.43,824.0,1.07
CC(=O)C(C)(C(C)C)C(C)C,1.542,0.283,0.42,0.05,642.8,5.0,1,22,0.015,0.5,2.54,1.474,0.43,645.0,0.32
CC(=O)C(C)(C)C,1.487,0.06,0.39,0.01,570.4,1.4,0,19,0.009,0.34,0.36,1.456,0.39,570.9,0.31
CC(=O)C(C)(C)C(C)(C)C,1.844,0.212,0.35,0.04,626.5,8.0,0,31,0.01,0.32,2.01,1.684,0.38,630.6,0.22
CC(=O)C(C)(C)C(C)C,1.692,0.242,0.38,0.05,610.1,7.0,0,20,0.006,0.31,2.21,1.577,0.4,615.0,0.19
CC(=O)C(C)(C)CC(C)(C)C,1.62,0.288,0.41,0.05,623.2,7.1,0,21,0.015,0.58,2.48,1.527,0.43,625.0,0.4
CC(=O)C(C)(C)O,1.629,0.237,0.34,0.04,645.0,7.4,0,22,0.011,0.25,1.75,1.525,0.36,647.5,0.14
CC(=O)C(C)=C(C)C,1.686,0.261,0.35,0.05,620.5,7.8,0,21,0.009,0.51,1.95,1.498,0.38,625.0,0.05
CC(=O)C(C)=O,1.952,0.199,0.31,0.04,538.1,5.6,0,29,0.014,1.14,1.16,1.885,0.32,540.6,1.01
CC(=O)C(C)C,1.628,0.176,0.36,0.03,550.7,5.1,0,20,0.015,0.5,1.1,1.599,0.36,553.1,0.43
CC(=O)C(C)C(=O)c1ccccc1,1.687,0.351,0.43,0.06,766.4,8.2,0,12,0.017,1.04,3.19,1.68,0.43,771.0,0.81
CC(=O)C(C)C(C)(C)C,1.832,0.281,0.34,0.05,623.7,9.7,0,21,0.018,0.96,2.22,1.766,0.35,625.0,0.83
CC(=O)C(C)C(C)=O,1.614,0.227,0.4,0.04,630.4,6.2,0,21,0.012,0.46,2.31,1.524,0.42,635.0,0.31
CC(=O)C(C)C(C)C,1.638,0.33,0.38,0.06,588.3,10.5,0,19,0.012,0.69,2.1,1.508,0.4,591.0,0.57
CC(=O)C(C)C(C)O,1.654,0.217,0.43,0.04,629.0,4.5,0,21,0.014,0.86,2.81,1.579,0.44,632.0,0.72
CC(=O)C(C)CC(C)(C)C,1.57,0.233,0.4,0.04,612.9,6.7,0,20,0.009,0.36,2.21,1.473,0.42,617.0,0.22
CC(=O)C(C)CCCC(C)C,1.551,0.219,0.42,0.04,649.0,5.4,0,22,0.016,0.55,2.54,1.494,0.43,653.2,0.41
CC(=O)C(C)CO,1.646,0.222,0.42,0.04,646.8,3.6,0,22,0.011,0.53,2.85,1.593,0.43,649.0,0.39
CC(=O)C(C)O,1.611,0.235,0.37,0.04,642.5,7.2,0,22,0.017,0.37,2.07,1.439,0.4,646.2,0.05
CC(=O)C(C)c1ccccc1,1.654,0.196,0.4,0.04,730.0,5.5,0,26,0.01,0.49,2.48,1.567,0.41,733.0,0.37
CC(=O)C(Cc1ccccc1)C(C)=O,1.703,0.357,0.42,0.06,771.1,10.2,0,12,0.014,0.93,2.95,1.541,0.45,776.0,0.78
CC(=O)C(Cc1ccccc1)c1ccccc1,1.699,0.316,0.43,0.06,817.5,7.4,0,12,0.018,0.8,3.22,1.688,0.43,821.0,0.64
CC(=O)C(O)C1CC=CCC1C,1.849,0.252,0.43,0.05,713.6,5.8,0,21,0.014,1.09,3.49,1.774,0.45,717.0,0.93
CC(=O)C(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,1.906,0.31,0.43,0.06,857.0,4.2,0,14,0.014,1.81,3.9,1.872,0.43,859.0,1.7
CC(=O)C12CC3CC(CC(C3)C1)C2,1.897,0.532,0.32,0.09,801.6,27.8,0,12,0.016,0.62,2.05,1.733,0.35,812.4,0.09
CC(=O)C1=CCCCC1,1.646,0.237,0.4,0.04,689.2,5.5,0,24,0.009,0.53,2.58,1.585,0.41,693.0,0.4
CC(=O)C1C(=O)C=C(C)OC1=O,1.675,0.406,0.45,0.07,829.1,12.8,0,13,0.017,1.21,3.35,1.589,0.46,835.0,1.08
CC(=O)C1CC1,1.375,0.591,0.41,0.1,589.8,17.6,0,21,0.008,0.59,2.19,1.382,0.41,590.0,0.63
CC(=O)C1CCC1,1.619,0.221,0.37,0.04,625.7,7.7,0,21,0.01,0.31,1.9,1.448,0.39,631.7,0.07
CC(=O)C1CCCCC1,1.646,0.23,0.39,0.04,647.1,5.6,0,22,0.011,0.49,2.43,1.531,0.41,650.0,0.29
CC(=O)C1CCCCCC1,1.556,0.204,0.43,0.04,676.6,4.8,0,23,0.015,0.5,2.53,1.528,0.43,679.0,0.44
CC(=O)C=C(C)C,1.461,0.023,0.4,0.0,604.2,0.7,0,21,0.014,0.18,0.17,1.452,0.4,604.4,0.19
CC(=O)C=C(C)O,1.635,0.249,0.42,0.05,662.9,5.7,0,23,0.008,0.67,2.8,1.516,0.44,666.0,0.47
CC(=O)C=O,1.585,0.392,0.31,0.07,586.7,13.6,0,19,0.015,0.23,1.26,1.452,0.34,592.0,0.1
CC(=O)CC(=O)C(C)C,1.651,0.212,0.42,0.04,629.4,4.0,1,21,0.01,0.78,2.71,1.536,0.44,632.0,0.63
CC(=O)CC(=O)OC(C)(C)C,1.519,0.246,0.45,0.05,657.5,5.8,0,22,0.012,0.54,2.82,1.494,0.45,661.0,0.48
CC(=O)CC(=O)c1ccccc1,1.814,0.231,0.39,0.04,753.9,7.5,0,23,0.01,0.42,2.69,1.724,0.41,759.0,0.23
CC(=O)CC(C)(C)C(C)(C)C,1.569,0.248,0.42,0.05,645.4,6.8,0,22,0.011,0.48,2.49,1.498,0.43,648.0,0.34
CC(=O)CC(C)=O,1.55,0.073,0.38,0.01,614.6,1.1,0,20,0.01,0.27,0.44,1.519,0.38,615.0,0.26
CC(=O)CC(C)C,1.428,0.102,0.41,0.02,573.9,3.1,0,21,0.014,0.39,0.65,1.411,0.41,575.4,0.34
CC(=O)CC(C)C(C)(C)C,1.547,0.254,0.42,0.05,613.8,5.1,0,20,0.014,0.56,2.31,1.462,0.43,617.0,0.44
CC(=O)CC(C)C(C)=O,1.751,0.621,0.38,0.1,664.3,28.2,0,23,0.014,1.24,2.49,1.767,0.38,663.0,0.94
CC(=O)CC(C)C(C)C,1.544,0.292,0.41,0.06,622.3,4.3,0,21,0.015,0.4,2.41,1.503,0.42,624.0,0.28
CC(=O)CC(C)CC(C)(C)C,1.592,0.249,0.4,0.05,643.0,6.3,0,22,0.009,0.45,2.29,1.484,0.41,647.0,0.21
CC(=O)CC(C)CC(C)C,1.61,0.218,0.39,0.04,629.8,5.3,0,21,0.011,0.41,2.21,1.51,0.41,634.0,0.23
CC(=O)CC(C)CCCC(C)C,1.546,0.229,0.42,0.04,666.5,4.5,0,23,0.012,0.53,2.56,1.445,0.44,668.7,0.33
CC(=O)CC(C)O,1.605,0.252,0.43,0.05,642.9,5.0,0,22,0.012,0.53,2.77,1.484,0.45,646.0,0.35
CC(=O)CC1CCCCC1,1.617,0.235,0.4,0.04,673.1,6.2,0,23,0.012,0.45,2.42,1.52,0.42,677.0,0.31
CC(=O)CC=C=C(C)CCC=C(C)C,1.586,0.231,0.46,0.04,691.9,3.5,0,24,0.015,0.97,3.22,1.574,0.46,693.0,0.87
CC(=O)CCC(C)=O,1.731,0.201,0.31,0.04,731.0,8.9,0,26,0.008,0.22,1.56,1.742,0.3,730.5,0.22
CC(=O)CCC(C)C,1.606,0.233,0.37,0.04,601.3,5.4,0,20,0.013,0.49,1.74,1.483,0.39,603.6,0.37
CC(=O)CCC(C)C(C)C,1.521,0.242,0.42,0.04,641.3,5.0,0,22,0.014,0.45,2.5,1.486,0.43,642.6,0.32
CC(=O)CCC(C)CC(C)(C)C,1.467,0.233,0.43,0.04,662.5,5.3,0,23,0.01,0.36,2.52,1.401,0.44,664.4,0.2
CC(=O)CCC=C(C)C,1.743,0.241,0.38,0.04,630.9,7.8,0,21,0.013,0.29,1.78,1.665,0.39,633.9,0.28
CC(=O)CCCC(C)=O,1.674,0.24,0.4,0.04,653.2,6.3,0,19,0.014,0.48,2.29,1.622,0.41,657.0,0.39
CC(=O)CCCC(C)C,1.539,0.257,0.42,0.05,618.5,5.9,0,20,0.01,0.58,2.28,1.52,0.42,621.5,0.53
CC(=O)CCCC(C)CCCC(C)C,1.559,0.177,0.45,0.03,692.4,3.9,0,24,0.01,1.43,2.73,1.557,0.45,694.0,1.41
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,1.417,0.309,0.51,0.05,731.2,7.2,1,26,0.014,1.3,3.76,1.43,0.51,731.0,1.24
CC(=O)CCCC(C)CCCC(C)CCCC(C)C(C)(C)C,1.284,0.389,0.54,0.07,749.0,9.6,1,27,0.01,1.28,4.07,1.353,0.53,747.0,1.23
CC(=O)CCCCC(C)C,1.566,0.255,0.42,0.05,638.2,5.0,0,21,0.013,0.39,2.27,1.471,0.43,640.9,0.27
CC(=O)CCCCCCCCC(C)=O,1.463,0.296,0.48,0.05,734.2,7.1,0,21,0.006,0.72,3.02,1.384,0.49,737.0,0.6
CC(=O)CCc1ccccc1,1.777,0.22,0.39,0.04,723.0,6.6,0,26,0.009,1.07,2.47,1.852,0.38,722.0,1.03
CC(=O)Cc1ccc2c(c1)OCO2,1.497,0.343,0.48,0.06,773.1,5.4,0,12,0.011,0.79,3.35,1.51,0.48,776.0,0.74
CC(=O)Cc1ccccc1,1.585,0.248,0.42,0.04,705.4,7.2,0,25,0.008,0.55,2.68,1.559,0.42,708.0,0.42
CC(=O)OC(C)(C)C,1.616,0.197,0.37,0.04,536.7,5.8,0,30,0.015,0.31,1.37,1.471,0.39,541.2,0.13
CC(=O)OC(C)(C)C1CC=C(C)CC1,1.551,0.963,0.44,0.14,694.1,46.3,0,24,0.009,1.67,3.03,1.675,0.43,688.0,1.43
CC(=O)OC(C)=O,1.37,0.073,0.44,0.01,605.6,0.9,0,23,0.012,0.61,0.55,1.371,0.44,606.0,0.59
CC(=O)OC(C)C,1.504,0.106,0.39,0.02,527.9,3.8,0,18,0.017,0.12,0.46,1.429,0.4,529.3,0.05
CC(=O)OC(C)C(C)C,1.664,0.271,0.38,0.05,556.9,7.7,0,17,0.015,0.43,1.98,1.464,0.41,563.0,0.18
CC(=O)OC(C)CC(C)C,1.515,0.311,0.41,0.06,581.7,7.3,0,19,0.021,0.43,2.14,1.474,0.42,584.0,0.27
CC(=O)OC(C)OC(C)=O,1.555,0.099,0.43,0.02,616.9,3.0,0,20,0.008,0.43,0.89,1.504,0.44,618.2,0.36
CC(=O)OC(OC(C)=O)c1ccccc1,1.679,0.221,0.45,0.04,715.8,5.6,0,22,0.012,0.77,3.09,1.601,0.46,719.0,0.62
CC(=O)OC(OC(C)=O)c1ccco1,1.563,0.267,0.44,0.05,697.3,7.6,0,20,0.013,0.51,2.58,1.464,0.46,702.0,0.36
CC(=O)OC1CC(C)CCC1C(C)C,1.616,0.208,0.43,0.04,670.0,5.4,0,23,0.008,0.68,2.75,1.577,0.43,673.0,0.57
CC(=O)OC1CC2CCC1C2,1.541,0.226,0.4,0.04,652.5,6.1,0,22,0.013,0.28,2.16,1.464,0.41,657.0,0.16
CC(=O)OC1CCCC1,1.594,0.216,0.41,0.04,597.0,6.6,0,19,0.009,0.41,1.9,1.553,0.41,601.0,0.32
CC(=O)OC1CCCCC1,1.473,0.226,0.43,0.04,645.8,3.6,0,27,0.014,0.95,2.53,1.425,0.44,648.0,0.92
CC(=O)OC1CCCCC1C,1.559,0.047,0.41,0.01,654.3,1.6,0,22,0.013,0.36,0.34,1.551,0.41,655.0,0.33
CC(=O)OC1CCCCC1OC(C)=O,1.529,0.251,0.46,0.05,696.4,5.6,0,24,0.014,0.72,3.0,1.505,0.46,699.0,0.62
CC(=O)OCC(C(C)C)C(C)C,1.591,0.245,0.42,0.05,627.9,5.2,1,21,0.014,0.59,2.56,1.485,0.44,631.0,0.4
CC(=O)OCC(C)(C)C,1.623,0.291,0.37,0.06,577.6,9.3,0,18,0.013,0.26,1.88,1.465,0.4,584.0,0.09
CC(=O)OCC(C)C,1.461,0.076,0.41,0.02,561.1,0.4,0,22,0.018,0.43,0.64,1.438,0.42,561.3,0.43
CC(=O)OCC(C)OC(C)=O,1.79,0.324,0.4,0.06,626.3,8.6,0,21,0.011,0.55,2.85,1.641,0.43,631.0,0.46
CC(=O)OCC(O)CO,1.564,0.278,0.47,0.05,705.7,5.6,0,25,0.009,1.04,3.38,1.588,0.46,707.0,1.04
CC(=O)OCC(O)COC(C)=O,1.638,0.629,0.51,0.1,683.8,22.0,0,23,0.009,2.37,4.46,1.72,0.49,682.0,2.19
CC(=O)OCC=C(C)C,1.627,0.219,0.39,0.04,603.5,5.1,0,20,0.01,0.5,2.29,1.509,0.41,607.0,0.24
CC(=O)OCCC(C)(C)C,1.53,0.182,0.41,0.03,606.8,3.9,0,23,0.015,0.53,1.83,1.53,0.41,608.9,0.48
CC(=O)OCCC(C)C,1.707,0.074,0.38,0.01,585.4,1.2,0,19,0.015,0.42,0.42,1.666,0.38,586.1,0.38
CC(=O)OCCC(C)OC(C)=O,1.383,0.267,0.47,0.05,646.1,4.5,0,22,0.008,0.55,2.76,1.379,0.47,648.0,0.52
CC(=O)OCCC1(C)OCCO1,1.658,0.193,0.42,0.04,668.5,4.0,0,23,0.014,0.73,2.63,1.572,0.43,671.0,0.59
CC(=O)OCCCCCCC(C)C,1.45,0.265,0.46,0.05,653.8,5.9,0,22,0.01,0.53,2.73,1.387,0.47,657.0,0.41
CC(=O)OCCCCOC(C)=O,1.576,0.269,0.45,0.05,688.1,6.0,0,24,0.008,0.77,3.22,1.552,0.46,689.0,0.72
CC(=O)OCCCOC(C)=O,1.594,0.242,0.42,0.05,636.2,5.3,0,21,0.009,0.51,2.53,1.52,0.43,639.0,0.41
CC(=O)OCCCc1ccccc1,1.644,0.213,0.43,0.04,690.1,5.0,0,24,0.011,0.77,2.84,1.57,0.44,693.0,0.64
CC(=O)OCCO,1.595,0.242,0.44,0.04,657.4,5.1,0,22,0.012,0.72,2.66,1.542,0.44,660.0,0.64
CC(=O)OCCOC(C)=O,1.464,0.235,0.45,0.04,641.3,5.8,0,21,0.01,0.79,2.62,1.46,0.45,644.0,0.8
CC(=O)OCCOCCOC(C)=O,1.324,0.772,0.49,0.12,671.7,29.6,0,23,0.013,0.61,3.08,1.36,0.49,672.0,0.58
CC(=O)OCCOCCOCCOC(C)=O,1.074,0.369,0.57,0.07,713.9,6.0,0,25,0.013,1.06,3.75,1.105,0.56,713.0,1.02
CC(=O)OCCOc1ccc(C(C)(C)C)cc1,1.426,0.369,0.45,0.07,778.8,9.4,0,12,0.015,0.35,2.58,1.302,0.47,786.0,0.17
CC(=O)OCCOc1ccccc1,1.761,0.241,0.41,0.04,733.4,6.6,0,25,0.01,0.44,2.62,1.744,0.41,734.2,0.43
CC(=O)OCCc1ccccc1,1.535,0.044,0.43,0.01,712.7,1.1,0,25,0.013,0.52,0.45,1.52,0.44,713.0,0.5
CC(=O)OCOC(C)=O,1.609,0.13,0.42,0.02,629.4,3.0,0,21,0.011,0.75,1.11,1.567,0.42,631.0,0.67
CC(=O)OCc1ccccc1,1.415,0.255,0.45,0.05,701.5,4.2,0,26,0.011,2.66,2.1,1.443,0.45,701.0,2.64
CC(=O)OCc1ccco1,1.593,0.23,0.42,0.04,654.6,5.8,0,22,0.013,0.44,2.47,1.53,0.43,658.0,0.3
CC(=O)Oc1ccc(C(C)C)cc1,1.544,0.21,0.43,0.04,726.5,5.1,0,26,0.011,0.57,2.74,1.465,0.45,730.0,0.4
CC(=O)Oc1ccc(C)cc1,1.219,0.232,0.48,0.04,708.3,6.3,0,25,0.009,0.65,2.18,1.216,0.48,709.6,0.67
CC(=O)Oc1ccc2ccccc2c1,1.816,0.186,0.39,0.03,806.9,5.2,0,25,0.012,0.29,2.61,1.719,0.41,810.2,0.14
CC(=O)Oc1cccc(C(=O)O)c1,1.949,0.219,0.4,0.04,792.1,7.5,0,21,0.009,0.49,3.13,1.829,0.42,798.0,0.16
CC(=O)Oc1cccc(C)c1,0.841,0.235,0.54,0.04,711.6,5.1,0,25,0.013,1.09,1.95,0.781,0.55,714.2,1.07
CC(=O)Oc1cccc2ccccc12,1.757,0.176,0.4,0.03,807.0,5.6,0,27,0.013,0.37,2.99,1.685,0.41,810.8,0.26
CC(=O)Oc1ccccc1,1.607,0.101,0.4,0.02,684.7,1.5,0,24,0.012,0.36,1.04,1.582,0.41,685.7,0.3
CC(=O)Oc1ccccc1C(=O)O,1.575,0.234,0.46,0.04,793.2,6.3,0,22,0.008,0.79,3.07,1.516,0.47,797.0,0.66
CC(=O)c1c(C)cc(C)cc1C,1.548,0.217,0.43,0.04,732.7,5.5,0,26,0.012,0.47,2.55,1.45,0.44,736.0,0.33
CC(=O)c1c(C)cc(C)cc1O,1.552,0.261,0.41,0.05,783.1,6.4,0,25,0.015,0.25,2.42,1.519,0.41,785.0,0.09
CC(=O)c1c(C)cccc1C,1.701,0.203,0.39,0.04,714.1,6.1,0,23,0.008,0.42,2.51,1.624,0.4,718.0,0.29
CC(=O)c1c(O)ccc2ccccc12,1.819,0.416,0.4,0.07,869.9,14.3,0,13,0.006,0.63,3.31,1.692,0.42,878.0,0.4
CC(=O)c1cc(C)c(C)cc1C,1.585,0.219,0.43,0.04,744.8,4.2,0,27,0.013,0.67,2.84,1.573,0.43,747.0,0.59
CC(=O)c1cc(C)ccc1C,1.627,0.21,0.41,0.04,721.3,4.8,0,26,0.012,0.72,2.78,1.614,0.41,722.0,0.66
CC(=O)c1ccc(C(C)C)cc1,1.569,0.25,0.43,0.05,740.8,4.4,0,27,0.015,0.62,2.85,1.543,0.44,742.0,0.51
CC(=O)c1ccc(C)c(C(C)=O)c1,1.471,0.341,0.45,0.06,781.7,9.0,0,12,0.014,0.58,2.58,1.507,0.44,786.0,0.44
CC(=O)c1ccc(C)c(C)c1,1.746,0.258,0.4,0.05,734.2,7.3,0,25,0.007,0.64,2.75,1.699,0.41,736.3,0.66
CC(=O)c1ccc(C)c2ccccc12,1.587,0.361,0.44,0.06,851.2,7.4,0,13,0.009,0.68,3.17,1.605,0.43,853.0,0.41
CC(=O)c1ccc(C)cc1,1.597,0.411,0.41,0.07,727.7,10.5,0,12,0.009,0.73,2.48,1.515,0.42,735.0,0.58
CC(=O)c1ccc(C)cc1C,1.99,0.213,0.35,0.04,724.0,7.3,0,24,0.015,0.51,2.71,1.903,0.36,729.0,0.33
CC(=O)c1ccc(O)c(C)c1,1.736,0.226,0.38,0.04,816.3,8.7,0,23,0.008,0.17,2.23,1.684,0.39,820.4,0.09
CC(=O)c1ccc(O)cc1,1.805,0.201,0.41,0.04,848.1,6.5,0,25,0.012,0.38,3.03,1.707,0.43,853.0,0.15
CC(=O)c1ccc2c(c1)OCO2,1.679,0.209,0.39,0.04,795.3,8.2,0,24,0.017,0.31,2.38,1.536,0.41,802.0,0.08
CC(=O)c1ccc2ccccc2c1,1.771,0.349,0.41,0.06,842.3,10.4,0,12,0.017,2.13,3.14,1.766,0.41,844.0,2.1
CC(=O)c1ccc2ccccc2c1O,1.843,0.422,0.35,0.07,913.7,27.2,0,13,0.011,0.32,2.44,1.698,0.37,923.8,0.08
CC(=O)c1cccc(C)c1,1.644,0.189,0.41,0.03,726.6,5.6,0,26,0.017,0.5,2.54,1.567,0.42,730.0,0.38
CC(=O)c1cccc(O)c1,1.688,0.195,0.38,0.04,811.4,7.8,0,24,0.012,0.17,2.2,1.613,0.39,814.7,0.11
CC(=O)c1cccc2ccccc12,1.676,0.437,0.41,0.08,837.2,17.5,0,13,0.014,0.76,2.74,1.589,0.43,844.0,0.65
CC(=O)c1ccccc1,1.653,0.064,0.39,0.01,706.7,2.6,0,23,0.01,0.26,0.41,1.629,0.4,707.4,0.26
CC(=O)c1ccccc1C,1.666,0.156,0.4,0.03,709.6,4.7,0,25,0.014,0.74,2.52,1.623,0.41,712.0,0.65
CC(=O)c1ccco1,1.67,0.232,0.38,0.04,652.7,6.7,0,19,0.012,0.29,2.0,1.524,0.4,658.0,0.1
CC(C(=O)O)C(C)(C)C(=O)O,1.998,0.241,0.37,0.05,765.7,6.7,0,19,0.012,0.58,3.06,1.796,0.41,771.0,0.08
CC(C(=O)O)C(C)C(=O)O,1.8,0.219,0.39,0.04,785.3,7.0,0,22,0.016,0.29,2.54,1.671,0.41,789.7,0.03
